名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/07/21(金) 20:17:03.09 ID:8KBWXk/k0<> 前回なんてなかった <>ぼっさんのスト鯖GTAリターンズ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:26:34.84 ID:w/l0jKGd0<> <a href="../test/read.cgi/livemegami/1689938223/164" rel="noopener noreferrer" target="_blank">&gt;&gt;164</a> <br> <a href="../test/read.cgi/livemegami/1689938223/203" rel="noopener noreferrer" target="_blank">&gt;&gt;203</a> <br> なにそれ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:26:35.48 ID:b6YtNJ7y0<> <a href="../test/read.cgi/livemegami/1689938223/367" rel="noopener noreferrer" target="_blank">&gt;&gt;367</a> <br> 介護&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:26:36.38 ID:pCMUOsPR0<> <a href="../test/read.cgi/livemegami/1689938223/343" rel="noopener noreferrer" target="_blank">&gt;&gt;343</a> <br> ホントにオナニーしてねーだろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:26:41.52 ID:ej19Rput0<> <a href="../test/read.cgi/livemegami/1689938223/311" rel="noopener noreferrer" target="_blank">&gt;&gt;311</a> <br> 4枚目なんて虫？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:26:41.90 ID:9pndMJbN0<> んなたん型抜き嵌ったのらね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:26:41.93 ID:vFFeSSPA0<> <a href="../test/read.cgi/livemegami/1689938223/321" rel="noopener noreferrer" target="_blank">&gt;&gt;321</a> <br> ホロフィグマ結局開けずじまいだから売ろうかと思ってたけどマリンは取っとくか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:26:43.80 ID:zAvakbcy0<> けもりふこれ見るならますかれーどで良くね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:26:44.88 ID:9tk+eEDH0<> みこちまた同時視聴飛ばすんかよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:26:48.02 ID:DCZMljLj0<> ラミィ荒れてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:26:49.02 ID:DC+z4xQH0<> <a href="../test/read.cgi/livemegami/1689938223/353" rel="noopener noreferrer" target="_blank">&gt;&gt;353</a> <br> カタカナで書かずにひらがなで書け&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:26:59.74 ID:K5uzO6/J0<> ラミィ時間間違えてるのかな？心配だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:04.08 ID:hRGTlVOl0<> <a href="../test/read.cgi/livemegami/1689938223/367" rel="noopener noreferrer" target="_blank">&gt;&gt;367</a> <br> スト鯖までいってやる事がホロメンと遊ぶｗｗｗ <br> いやそれホロ鯖で良かったよね？ｗ <br> 自分が主役になれないから嫌なのかな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:11.99 ID:RfPPIyFP0<> <a href="../test/read.cgi/livemegami/1689938223/379" rel="noopener noreferrer" target="_blank">&gt;&gt;379</a> <br> またかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:27:12.43 ID:Qhik836o0<> んなたん また地味な配信しとるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:27:17.14 ID:ccH7Z2er0<> ラミィやっちまったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:21.11 ID:RoOnoBrx0<> <a href="../test/read.cgi/livemegami/1689938223/367" rel="noopener noreferrer" target="_blank">&gt;&gt;367</a> <br> なんでせっかくのスト鯖なのにホロとしか絡まないんだい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:22.31 ID:82t/xKgL0<> <a href="../test/read.cgi/livemegami/1689938223/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> にぃなはこよりの臭いするよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:23.24 ID:mfJrRMpW0<> BGM良っ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:23.35 ID:XI2JzKuv0<> ピクセルリマスターのBGM終わりすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:26.63 ID:ppRflmj70<> 中華？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:28.07 ID:gk380pWG0<> ラミィ被せたらガイガイしていい感じ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:27:30.51 ID:ueVmGP540<> にぃなミストドラゴン戦です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:30.90 ID:bgHmCvuV0<> <a href="../test/read.cgi/livemegami/1689938223/366" rel="noopener noreferrer" target="_blank">&gt;&gt;366</a> <br> ぶっちゃけ22時空いてるように見えたから枠取ってるだけだろうね～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:33.76 ID:ETDVJtWV0<> アレンジBGMはなんか違うなってなるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:34.05 ID:XSUTEcq10<> ラミィ心配なんだけど誰に鳩飛ばせばいい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:27:37.38 ID:pCMUOsPR0<> <a href="../test/read.cgi/livemegami/1689938223/379" rel="noopener noreferrer" target="_blank">&gt;&gt;379</a> <br> え？マジで？ <br> もう流石に耐えれんわ <br> 出るとこ出るぞ&#127812; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:27:39.68 ID:w/l0jKGd0<> ルーナ1発抜き！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:39.96 ID:YaCzP8dx0<> にぃな絶対に戦うコマンドしか使わないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:41.22 ID:PfyO5x+70<> <a href="../test/read.cgi/livemegami/1689938223/374" rel="noopener noreferrer" target="_blank">&gt;&gt;374</a> <br> 残念ながらろのみやは&quot;ガチ&quot;なんですわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:41.37 ID:7+SEfixh0<> <a href="../test/read.cgi/livemegami/1689938223/367" rel="noopener noreferrer" target="_blank">&gt;&gt;367</a> <br> たぁ頼むぞ <br> ぼっさんとストリーマーくっつけろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:42.86 ID:HpnlDE880<> けもりふお前らこんなの評価してんのォ？普通におのーらの耳舐めのがシコれるけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:43.40 ID:O28DNlfA0<> みこも休みっぽいし配信への意欲が完全に途切れてるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:43.90 ID:lth/FQr+0<> 誰がにぃなにBGM上げさせろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:44.67 ID:WewGzIyf0<> 7期リーク来てんじゃん <br> https://i.imgur.com/lP04rLu.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:47.75 ID:Jk9GHZP60<> <a href="../test/read.cgi/livemegami/1689938223/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> そいつ倶楽部民だっけ未だに野放しなのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:27:49.26 ID:DC+z4xQH0<> あーみみたやの声ほんとすき <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:52.64 ID:tOBJjoaW0<> <a href="../test/read.cgi/livemegami/1689938223/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> このゴミ制度が存在したせいで今バリガイが産まれてるんだが… <br> 作った奴クビにしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:55.73 ID:O7RDLOKo0<> ぼっとで固まってるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:27:58.06 ID:kB/BjI7b0<> ぺこらならまっさきに犯罪者RPでムショ入って釈迦の切り抜きに乗るのになぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:08.37 ID:IdKuFnK90<> ぺこらまた休みかよキンハーが足引っ張りすぎだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:08.67 ID:DC+z4xQH0<> <a href="../test/read.cgi/livemegami/1689938223/402" rel="noopener noreferrer" target="_blank">&gt;&gt;402</a> <br> 猫羽かりんまで待てよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:08.98 ID:Y0LEVNDP0<> ルーナガチになってるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:10.95 ID:VhHrZElv0<> <a href="../test/read.cgi/livemegami/1689938223/367" rel="noopener noreferrer" target="_blank">&gt;&gt;367</a> <br> てぇてぇなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:12.61 ID:ofsTdtTJ0<> 害悪な&#129412;さえいなきゃホロメンも気軽に男と絡めるのにな本当に可哀想だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:14.16 ID:qCPw/Mti0<> <a href="../test/read.cgi/livemegami/1689938223/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> まっっったく <br> お気持ち連発で嫌な気持ちにさせてくるとかないし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:14.76 ID:Nkhzj2Sj0<> んなたん何言ってるかわかりませんがだいたい正しいこと言ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:15.23 ID:HpnlDE880<> <a href="../test/read.cgi/livemegami/1689938223/400" rel="noopener noreferrer" target="_blank">&gt;&gt;400</a> <br> 他は偽物なのか？じゃあおのーらでよくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:16.06 ID:ZIle65zb0<> 理想 <br>  <br> ぼっさん「うぃーすｗホロライブのししろぼたんでーすｗバイト募集見たんすけど～ｗ」 <br>  <br> 渋ハル「ぼたんさん！強盗教えますよ！」 <br>  <br> 現実 <br>  <br> ぼっさん「仕事募集っと・・・」 <br>  <br> ぼっさん「・・・」 <br>  <br> ぼっさん「トワ様～どうしよ～」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:17.75 ID:v3TU5FMM0<> GTA大人気だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:21.33 ID:7+SEfixh0<> <a href="../test/read.cgi/livemegami/1689938223/371" rel="noopener noreferrer" target="_blank">&gt;&gt;371</a> <br> 作者がガイジ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:23.38 ID:pCMUOsPR0<> <a href="../test/read.cgi/livemegami/1689938223/403" rel="noopener noreferrer" target="_blank">&gt;&gt;403</a> <br> まぁあんなもん見せられたらな… <br> そのうち復活するやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:24.94 ID:Zu43wEtu0<> <a href="../test/read.cgi/livemegami/1689938223/365" rel="noopener noreferrer" target="_blank">&gt;&gt;365</a> <br> 実現党はあれだけどルール違反してるラミィが10：0で悪い <br> リスナーじゃなくて自分たちで決めたルールなんだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:26.14 ID:mua5ep4C0<> <a href="../test/read.cgi/livemegami/1689938223/390" rel="noopener noreferrer" target="_blank">&gt;&gt;390</a> <br> アプデでSFC版にも切り替えられるようになったはずなんだけどねー（5も6も） <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:29.70 ID:w/l0jKGd0<> ルーナの配信ってまじでバリエーション豊かでおもろいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:30.98 ID:7+CQHJC+0<> <a href="../test/read.cgi/livemegami/1689938223/250" rel="noopener noreferrer" target="_blank">&gt;&gt;250</a> <br> どやんす&#12316; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:35.26 ID:txFmiygB0<> <a href="../test/read.cgi/livemegami/1689938223/405" rel="noopener noreferrer" target="_blank">&gt;&gt;405</a> <br> 左下のやつの親がななかぐなの最近知ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:39.62 ID:gJYVT95h0<> 釈迦「俺たち警察が頑張らないとこの町ギャングタウンになっちまう」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:40.40 ID:03Ct32ZL0<> ロノミヤ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:43.64 ID:IMSksKBk0<> <a href="../test/read.cgi/livemegami/1689938223/403" rel="noopener noreferrer" target="_blank">&gt;&gt;403</a> <br> あれみこ結局今日休みなのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:46.05 ID:b8brJ48Y0<> お前らが余の配信できないアピールに反応すらしなくなった理由 <br>  <br>  <br> https://i.imgur.com/R2ZcDqP.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:47.53 ID:hN0LnzOT0<> <a href="../test/read.cgi/livemegami/1689938223/419" rel="noopener noreferrer" target="_blank">&gt;&gt;419</a> <br> 腫れ物ホロライブ～&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:48.74 ID:vCQcmnzL0<> ルーナ失敗しろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:48.82 ID:Yxyw6EHN0<> <a href="../test/read.cgi/livemegami/1689938223/371" rel="noopener noreferrer" target="_blank">&gt;&gt;371</a> <br> まだ続いてるのかこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:28:50.30 ID:4rXfBdOY0<> <a href="../test/read.cgi/livemegami/1689938223/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> 食い物屋はみんな自分から営業かけに行ってるぞ <br> 店で待ってても誰も来ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:53.44 ID:ueVmGP540<> <a href="../test/read.cgi/livemegami/1689938223/402" rel="noopener noreferrer" target="_blank">&gt;&gt;402</a> <br> かりんが横綱だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:53.61 ID:9Rt3PlFb0<> もしかしてさ… <br> これ型抜き100枚耐久 <br> あるの…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:28:55.26 ID:pCMUOsPR0<> 奥はまずいまずいまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:01.99 ID:AZo7XjiY0<> ろのみや7000です…強すぎます… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:29:04.06 ID:vMOhQobI0<> 海外枠で被せ禁止にしても配信は見られないで <br> 単に視聴者を他箱に取られるだけだって <br> アホのカバー運営でも流石に気が付いたか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:10.46 ID:9tk+eEDH0<> みこち同時視聴やめちまえよそんな飛ばすんなら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:18.43 ID:feGzwPAD0<> ラミィ枠消える可能性あるん？ <br> 22時暇なんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:18.51 ID:VlT8Lh8J0<> ぼったぁ僻地に行きます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:19.05 ID:/IxFyGXx0<> <a href="../test/read.cgi/livemegami/1689938223/431" rel="noopener noreferrer" target="_blank">&gt;&gt;431</a> <br> 怖い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:29:19.65 ID:uGJSDBG00<> こよりおもしれーじゃんACおじだけど登録してやる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:24.01 ID:YaCzP8dx0<> にぃな攻撃したから霧かけられてるの気付いてない・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:25.14 ID:2EJXwTxm0<> マリオRPGの曲やんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:29:25.84 ID:pCMUOsPR0<> <a href="../test/read.cgi/livemegami/1689938223/441" rel="noopener noreferrer" target="_blank">&gt;&gt;441</a> <br> 辞めるのはホントにやめてほしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:26.34 ID:encu7nml0<> スバル普通に1万人もリゼロに付き合ってくれてるんだが <br> この同時視聴の優先度低いわ最悪延期するコンテンツって恐ろしいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/21(金) 20:29:27.42 ID:8hwpTMJb0<> にぃなのFF5見てるけど質なさすぎ <br> ニュイのRPG実況見て勉強したほうがいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:28.20 ID:vCQcmnzL0<> ルーナ24 <br> 型抜き100枚 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:28.46 ID:MfmNAA/X0<> <a href="../test/read.cgi/livemegami/1689938223/428" rel="noopener noreferrer" target="_blank">&gt;&gt;428</a> <br> 労働し過ぎで骨と皮になってるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/21(金) 20:29:30.16 ID:RoN4YQmc0<> <a href="../test/read.cgi/livemegami/1689938223/367" rel="noopener noreferrer" target="_blank">&gt;&gt;367</a> <br> たぁ任せたぞ <>
