名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/07/17(月) 21:40:20.78 ID:me+U5AJt0<> 最強 <>青とピンクのコントラスト 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:33.26 ID:RUBQMaNJ0<> 正直割と質ライブなんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:33.92 ID:AjHKh0bx0<> おかゆ成分かき消されるなこのメンツだと <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:34.27 ID:F1tYoCqz0<> あくぺこどりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:34.65 ID:zSvS+hXq0<> 45P完敗やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:34.47 ID:2jBTtH7M0<> 4人だけだけどゲストチョイスも良い <br> ぺっさんやれば出来るじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:35.35 ID:wC7Lxt4l0<> ジャニオタ110ちゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:35.71 ID:1msCJrW40<> スパイスラブで誰が不要でいらないゴミかわかったな <br>  <br>  <br>  <br>  <br>  <br> ざまぁwwwwwwwwwwwwwwしねwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:36.33 ID:fBDde2zP0<> あくぺこどりゃああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:36.51 ID:vfmE/lJy0<> 文句なしの質ライブだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:36.64 ID:S97qiC8J0<> <a href="../test/read.cgi/livemegami/1689597620/368" rel="noopener noreferrer" target="_blank">&gt;&gt;368</a> <br> 0 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:37.74 ID:vgO4THqu0<> <a href="../test/read.cgi/livemegami/1689597620/270" rel="noopener noreferrer" target="_blank">&gt;&gt;270</a> <br> ステップ揃ってないし <br> 下手なんだけどこれがアクターなんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:38.16 ID:lfCjtRut0<> 意外といい曲じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:38.54 ID:r7vJqqu+0<> 　　　　　　　/^フ <br> 　　　　　　,∩∩　 <br> 　　　　　 / 'ω' i　グリフィンドール！ <br> 　　　　∠ニニﾆ,＞__ <br> 　　　　 (・△・&#127800;)./ | <br> 　　　＿/Ｕ　　Ｕ/　 | <br> 　　i''i⊂ ⊂i''i￣,,,,,,,/ <br> 　　｀￣￣￣||￣￣ <br> 　 　 　 　 ￣￣ <br> 　　　　　　　/^フ <br> 　　　　　　,∩∩　 <br> 　　　　　 / 'ω' i　レイブンクロー？ <br> 　　　　∠ニニﾆ,＞__ <br> 　　　　 (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)/ | <br> 　　　＿/Ｕ　　Ｕ/　 | <br> 　　i''i⊂ ⊂i''i￣,,,,,,,/ <br> 　　｀￣￣￣||￣￣ <br> 　 　 　 　 ￣￣ <br> 　　　　　　　/^フ <br> 　　　　　　,∩∩　 <br> 　　　　　 / 'ω' i　ハッフルパフ！ <br> 　　　　∠ニニﾆ,＞__ <br> 　　　　  (・o・&#127852;)/  | <br> 　　　＿/Ｕ　　Ｕ/　 | <br> 　　i''i⊂ ⊂i''i￣,,,,,,,/ <br> 　　｀￣￣￣||￣￣ <br> 　 　 　 　 ￣￣ <br> 　　　　　　　/^フ <br> 　　　　　　,∩∩　 <br> 　　　　　 / 'ω' i　スリザリン！ <br> 　　　　∠ニニﾆ,＞__ <br> 　　　　  ( ^)o(^ )./  |　あてぃしグリフィ… <br> 　　　＿/Ｕ　　Ｕ/　 | <br> 　　i''i⊂ ⊂i''i￣,,,,,,,/　　ス　リ　ザ　リ　ン　！ <br> 　　｀￣￣￣||￣￣ <br> 　 　 　 　 ￣￣ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:38.73 ID:FkpAToJu0<> あくぺこどりゃあああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:39.19 ID:9MGzvvD+0<> ちゃんとリスペクトしてるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:39.25 ID:mMV2YPJg0<> 知らんけど良い曲じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:39.11 ID:Ddk0vXYY0<> アルランディス「とんでもない場所に飛び込むことになりそうです」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:40.01 ID:6iP9RtkP0<> あくぺこの波動&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:39.68 ID:AOYjYd9h0<> この5人は中身がホンモノなのはわかるわ <br> 前と動きが違いすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:40.36 ID:Yy59ndOP0<> ぺこみこ厨が対消滅してくれるなら願ったりだけどあくぺこ厨になっただけなんじゃないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:42.27 ID:AfbrQEwi0<> やっぱ数字的にはこのくらいなのか <br> ライブじゃ24時間から劇的に増えるようなことは無いんかリスナーの需要よくわからん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:43.59 ID:44/Qah3M0<> 質ライブ認定でいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:43.88 ID:i8BEjTzV0<> <a href="../test/read.cgi/livemegami/1689597620/368" rel="noopener noreferrer" target="_blank">&gt;&gt;368</a> <br> &#129302;100㌫ﾃﾞｽ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:44.65 ID:R+43x1AS0<> カワボいかいねーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:45.39 ID:LG4Ui0Ql0<> <a href="../test/read.cgi/livemegami/1689597620/333" rel="noopener noreferrer" target="_blank">&gt;&gt;333</a> <br> いいじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:46.62 ID:SriBiSKP0<> <a href="../test/read.cgi/livemegami/1689597620/333" rel="noopener noreferrer" target="_blank">&gt;&gt;333</a> <br> 神 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:47.44 ID:a0QjeX/Q0<> 声のバランス完璧だわ <br> メンツマジで文句なし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:47.70 ID:YhTeHzxM0<> <a href="../test/read.cgi/livemegami/1689597620/403" rel="noopener noreferrer" target="_blank">&gt;&gt;403</a> <br> みことか完全にオワコン状態だからなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:48.38 ID:JZCctPbs0<> あくぺこどりゃああああああああああああい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:48.34 ID:a6SET0zg0<> マジでサイコーのライブやわ <br> メドレーの時も良かったけどぺっさん天才か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:48.34 ID:DYyFpF8u0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> 大麻くんは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:48.57 ID:CDfHsf+e0<> ジャニーズ曲自体は今までも誰か歌ってなかったか <br> オレンジとか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:48.82 ID:nqMqB0YI0<> お前ら嵐の曲5曲言えるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:49.06 ID:HsbP9Bnf0<> シンプルだけど質ライブやなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:49.40 ID:PpXLbDTB0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> 大麻くん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:49.50 ID:SHB9niba0<> <a href="../test/read.cgi/livemegami/1689597620/253" rel="noopener noreferrer" target="_blank">&gt;&gt;253</a> <br> 重岡は好きって言ってた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:49.65 ID:4ifmXfjN0<> <a href="../test/read.cgi/livemegami/1689597620/333" rel="noopener noreferrer" target="_blank">&gt;&gt;333</a> <br> 重音テトじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:50.27 ID:K01IGxy10<> あずきちデカ女じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:50.03 ID:fVVsQ1F00<> ぺこら役のアクターのステップに目が行くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:50.34 ID:d7RHVVxW0<> あくぺこあくぺこどりゃあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:50.87 ID:aJbGmvC+0<> あくぺこマジで泣けるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:50.55 ID:Mh8Lghna0<> ぺこらジャニーズ好きなんだっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:51.13 ID:lC9uVRwS0<> あくたんのアクター隠す努力しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:51.76 ID:aosRIda70<> ちんちくりんあくたん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:51.71 ID:hGiKU3450<> 消されたラミィの青春アミーゴ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:52.07 ID:flFSf3Je0<> あくぺこどりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:51.81 ID:Oeb22Kus0<> あくぺこ濃厚すぎるだろ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:52.94 ID:p2Bbm7QU0<> <a href="../test/read.cgi/livemegami/1689597620/347" rel="noopener noreferrer" target="_blank">&gt;&gt;347</a> <br> 喘息前の収録だと既に言及されてるぞ <br> 叩くならせめて情報は精査しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:53.10 ID:3COg82dc0<> 文句無しだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:53.75 ID:FVCiILLM0<> <a href="../test/read.cgi/livemegami/1689597620/345" rel="noopener noreferrer" target="_blank">&gt;&gt;345</a> <br> フルで聞くことあんまないしな <br> CMとかで聞くこと多いし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:54.06 ID:nIPBisfX0<> なんか24時間テレビみたいやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:54.53 ID:GtsrpIGs0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> 大麻くんとか裸画像相葉とか色々あるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:54.42 ID:uMozt9QA0<> だから言っただろ、あくぺこは質あるって <br> それを野うさぎやクルーが、過去の瑣末な因縁をネチネチと恥を知れよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:42:56.01 ID:9MGzvvD+0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> おっそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:56.65 ID:NYdNHzQB0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> そうだな、大野くんは何も起こしてないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:56.88 ID:cKi98Zl10<> 佐久間くん出てきてほしい&#128513; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:57.10 ID:vycc7lam0<> あずきち可愛すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:58.54 ID:jBbfnCdu0<> メンツ完璧だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:42:59.36 ID:WF8bY4is0<> これ全員処女？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:00.61 ID:uUCovZt20<> ライブも質でいいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:00.92 ID:g+9jDtpT0<> うさ建、かな建、どろ建、あくきんの絆 <br>  <br> しら建？しらねーなあ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:01.46 ID:3W7lKaX80<> <a href="../test/read.cgi/livemegami/1689597620/388" rel="noopener noreferrer" target="_blank">&gt;&gt;388</a> <br> 20代後半って嵐か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:02.51 ID:zq22I5Lx0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> ん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:02.90 ID:saDyVDZT0<> あーサビだけ聞いたことあるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:03.23 ID:y9Q5HkUp0<> そもそもあくぺこって何で揉めてたの？チン凸をしたのは110時代だろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:03.32 ID:cPrwM5+n0<> <a href="../test/read.cgi/livemegami/1689597620/436" rel="noopener noreferrer" target="_blank">&gt;&gt;436</a> <br> スト鯖どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:03.26 ID:OswevJRd0<> いいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:03.47 ID:KW1pqHKi0<> あずきが可愛すぎて辛い&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:04.26 ID:HzmWpuuU0<> ツンボババァ邪魔&#129326; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:04.61 ID:4N2UOnbR0<> ガチで声のバランスいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:04.59 ID:9cEhBtcF0<> 櫻井→ぺこら <br> 大野→おかゆ <br> 二宮→あくたん <br> 松潤→AZKi <br> 相葉→かなたそ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:05.10 ID:POwDOrOa0<> <a href="../test/read.cgi/livemegami/1689597620/333" rel="noopener noreferrer" target="_blank">&gt;&gt;333</a> <br> サメの妹～&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:05.44 ID:jshfMVqi0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> アホなん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:05.60 ID:EE9idjZG0<> <a href="../test/read.cgi/livemegami/1689597620/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> そうだよな大麻くんが大野なんて吸うわけないしな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:06.83 ID:WcgkGoIZ0<> ギフト多 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:07.27 ID:JZCctPbs0<> なんか泣けてきたわ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:07.32 ID:pXhHbg/40<> アクターなのはもう諦めろ <br> mステでみんな口パクなのと同じ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:07.04 ID:+GfaHTQO0<> ジャニーズなのにお前ら拒否反応無いじゃん <br> 結局知ってる曲かどうかなんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:07.77 ID:4fP/XLAU0<> ジャニーズでももはや市民権とってるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:08.15 ID:4bweZqaD0<> 子供の時の思い出蘇ってくるんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:08.66 ID:RUBQMaNJ0<> こういうシンプルなので良いんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:08.87 ID:QRn0Jq210<> <a href="../test/read.cgi/livemegami/1689597620/442" rel="noopener noreferrer" target="_blank">&gt;&gt;442</a> <br> 有能ロボット <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:08.72 ID:hLo84s+a0<> あくあはぺこらと組めば再びトップに返り咲く <br>  <br> ぺこらはそれが分かってんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:09.16 ID:ettDtepv0<> 新生ぺこら軍団誕生の瞬間であった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:10.09 ID:irIYc/ds0<> 質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:11.26 ID:Jj2K4iCX0<> アズキチのステップ可愛すぎる <br> 長身いいねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:12.05 ID:3COg82dc0<> おかゆの声がいい塩梅になってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/17(月) 21:43:11.83 ID:oX74M9zD0<> プロジェクター興味あるけどシアタールームは壁に防音材と遮音材張り付けてボコボコしてるから <br> 丁度いい壁がないんだよなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/17(月) 21:43:13.49 ID:wPAz5u3/0<> ぺこらのライブのセトリって何気になかなか良いよな <br> 歌枠のセトリは微妙なのに <>
