名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/11/06(日) 21:20:05.37 ID:9p395Q460<> 13万って <>ぺこーらお前がナンバーワンだ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:39.19 ID:7Gl+MrGX0<> あの <br>  <br>  <br>  <br>  <br> にじアン大荒れです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:40.35 ID:uQNL5UuC0<> ひーん登山が止まらんw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:40.46 ID:WI/9E0Rk0<> 133000ってなにこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:24:40.51 ID:U45+QvJ40<> <a href="../test/read.cgi/livemegami/1667737205/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> ライブで言えばこの前のマリンが167000だしホロリス的にはそっちのがいいだろ <br> ガチャはFGO民の数字がでかいし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:24:41.00 ID:ZTr3Yk0y0<> <a href="../test/read.cgi/livemegami/1667737205/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> ライブも質なくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:24:41.06 ID:/oxX+gAw0<> <a href="../test/read.cgi/livemegami/1667737205/304" rel="noopener noreferrer" target="_blank">&gt;&gt;304</a> <br> はええよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:24:40.98 ID:5qi4ko4L0<> これホロライブに全く還元されないイナゴの数字なんよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:41.62 ID:yhML8Yl50<> 逆にモルガン2枚抜きとか見てみたいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:24:42.22 ID:SboPYbuk0<> <a href="../test/read.cgi/livemegami/1667737205/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> ソニックはもういいよ…きちいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:43.09 ID:d3XFYzbI0<> まだ登山してるのヤバすぎるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:43.46 ID:tw+01iJG0<> まだでねーのかよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:44.83 ID:dtNNKlAS0<> 割とはっきり分かったけど <br> ぺこら個人はどんどん強くなってるけどホロライブという箱は衰退してるって今日の配信で実感した <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:45.05 ID:GHxgym1j0<> <a href="../test/read.cgi/livemegami/1667737205/310" rel="noopener noreferrer" target="_blank">&gt;&gt;310</a> <br> holoxの1周年記念ライブがあるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:24:45.45 ID:y7GaQXFc0<> <a href="../test/read.cgi/livemegami/1667737205/268" rel="noopener noreferrer" target="_blank">&gt;&gt;268</a> <br> 引き伸ばし力が段違いなんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:48.89 ID:5p0mXzza0<> ペコちゃんいけめんでもないタケシに殺意を抱いてます…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:49.98 ID:ygxyafL70<> 楽しいんだよなぁ <br> 貯めた石が溶けていくの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:50.43 ID:GTbfM9O30<> 13どころか14も有り得る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:50.81 ID:PDs3JGHn0<> 流石に14万は行かないよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:51.95 ID:1AFSslXn0<> これからは１３万未満は <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> ガチャ配信以下の質無し配信ですｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:53.13 ID:yWqRBQ3M0<> マジで出なければ永遠に登山するんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:53.35 ID:sJzsfcLY0<> まだ登山してるぞ <br> 14万こい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:24:55.41 ID:PyXgor8C0<> モルガン沼ることでサロメ討伐しました！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:55.97 ID:JWCRxjDI0<> いまのとこ爆死ペース <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:55.81 ID:3MVFUGKX0<> みんなぺこーらのリアクション見て勉強しろよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:58.58 ID:pdoHGbUX0<> 何でもいいけどガチャとえぺしか枠ないのが辛い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:59.24 ID:SD88qBth0<> &#128048;イェイイェイイェイウォウウォウウォウイェイイェイイェイ <br>  <br>  <br>  <br>  <br> &#128048;侵略者 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:24:59.46 ID:OtxdooNa0<> 何がすごいってこれにお金使ってないってところよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:00.89 ID:OGpX5tZ90<> Vtuberソロゲーム同接ランキング (条件なし) <br>  <br> 1位 130,574 ぺこら　FGO　　　　※バフなし <br> 2位 127,609 サロメ　バイオ7　　※新人バフあり　 <br> 3位 114,132 サロメ　Yakiniku Simulation　　※記念バフあり <br> 4位 113,309 サロメ　バイオ7　　※新人バフあり <br> 5位 112,507　葛葉　甲子園　 　※箱企画参加バフあり <br>  <br> 13串どりゃああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:01.45 ID:k3xswXAQ0<> ぺっさんそろそろ喉限界やな <br> 水飲めや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:01.89 ID:/2ocYoCe0<> ぺっさん天井まで数字伸ばせれるかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:04.19 ID:A8/Ab+BI0<> <a href="../test/read.cgi/livemegami/1667737205/311" rel="noopener noreferrer" target="_blank">&gt;&gt;311</a> <br> <a href="../test/read.cgi/livemegami/1667737205/144" rel="noopener noreferrer" target="_blank">&gt;&gt;144</a> <br> 全然無理やなさすがに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:04.37 ID:uzzCbY6h0<> めっちゃネタバレしてくるんだなfgoガチャ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:06.70 ID:hTJCkWfo0<> まああくたんもソロマスよりガチャのが数字出たから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:07.29 ID:R193zblh0<> FGOつまらんってマジ？キャストリアきたらリセマラしようと思ってたんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:08.12 ID:Wl4Kv2GQ0<> これ以上登山すると来年1月のぺこライブの同接超えそうだからやめてほしいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:07.86 ID:68FaB0dZ0<> <a href="../test/read.cgi/livemegami/1667737205/363" rel="noopener noreferrer" target="_blank">&gt;&gt;363</a> <br> 10万すら怪しいけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:08.81 ID:TocUaa910<> ぺこちゃん動物です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:10.43 ID:5Q/4yEBG0<> 13.3万とか沼れば無限登山だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:11.91 ID:5COAEb7/0<> <a href="../test/read.cgi/livemegami/1667737205/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> お前の日記かとおもってNGいれるところだったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:13.84 ID:FWCRhxlp0<> 13.5はいっとこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:14.80 ID:HQ7hpEG70<> ガチャ配信で13万ですか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:14.83 ID:21Gw9UWM0<> こより、今どす黒い感情抱えてそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:15.48 ID:cr4ojF2P0<> <a href="../test/read.cgi/livemegami/1667737205/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> じゃあ他のメンバーもガチャ配信すればいいじゃないっすかね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:15.74 ID:t5C3mm5D0<> https://i.imgur.com/1N0x5UX.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:17.28 ID:wTw8jvFO0<> <a href="../test/read.cgi/livemegami/1667737205/337" rel="noopener noreferrer" target="_blank">&gt;&gt;337</a> <br> しゃーないぺっさんはFGO系Vtuberだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:19.09 ID:FLofOGhi0<> <a href="../test/read.cgi/livemegami/1667737205/362" rel="noopener noreferrer" target="_blank">&gt;&gt;362</a> <br> さすがにそれは、ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:19.70 ID:NJWkGPl40<> 11/6は運動会の日ではなくなったな <br> FGO記念日だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:22.13 ID:PN1Ij3DN0<> ウサギ食われるだろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:22.84 ID:1AFSslXn0<> これからは１３万未満は <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> ガチャ配信以下の質無し配信ですｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:23.70 ID:ZTr3Yk0y0<> <a href="../test/read.cgi/livemegami/1667737205/286" rel="noopener noreferrer" target="_blank">&gt;&gt;286</a> <br> 強いから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:23.45 ID:r6ebxkNm0<> <a href="../test/read.cgi/livemegami/1667737205/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> 今日はソニックの打合せとかリハかなんかだろうけど、そろそろセガはころさん解放してくれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:24.02 ID:/oxX+gAw0<> <a href="../test/read.cgi/livemegami/1667737205/375" rel="noopener noreferrer" target="_blank">&gt;&gt;375</a> <br> ルーナのクソ画質運動会見ろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:26.44 ID:bEX9erdm0<> ガチャで3Dライブみたいな数字だすな&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:27.48 ID:VsKJmD2y0<> FGOガチャこんななん？酷すぎん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:28.65 ID:59KaUhS00<> <a href="../test/read.cgi/livemegami/1667737205/325" rel="noopener noreferrer" target="_blank">&gt;&gt;325</a> <br> まあ期待値、100連で星5が1体だし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:29.33 ID:R5vqQJvI0<> <a href="../test/read.cgi/livemegami/1667737205/378" rel="noopener noreferrer" target="_blank">&gt;&gt;378</a> <br> やべえわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:29.57 ID:T1Yo0ALK0<> ぺっさん生誕ライブこえそうです・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:29.61 ID:wzY6Aeyt0<> <a href="../test/read.cgi/livemegami/1667737205/369" rel="noopener noreferrer" target="_blank">&gt;&gt;369</a> <br> それぺっさんにも刺さるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:30.92 ID:0OIzMEW10<> ぺこらがにじさんじ行ったらホロライブ終わる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:31.87 ID:B92tL2hB0<> 21時トワしかないのがありえねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:31.92 ID:tvb49aK00<> ぺこらからはFateを好きになろうって気持ちが <br> 伝わってくるからこんなに出るんだろう <br> 好きでもないないやつが回してもこんなに出ねぇよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:35.10 ID:ouEGFbhB0<> 爆死というか単純に無課金は渋いだけだろうな <br> まぁ忖度もないしフェアで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:38.96 ID:1ZSieojo0<> <a href="../test/read.cgi/livemegami/1667737205/286" rel="noopener noreferrer" target="_blank">&gt;&gt;286</a> <br> セイバー顔だから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:39.63 ID:ygxyafL70<> これどこまで登山するんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:39.65 ID:+CQCo+FD0<> ぺこらはこの数字出すためにFGOのストーリー配信から <br> fateのアニメ同時視聴2シリーズまでやってるからな <br>  <br> サロメ <br> お前にこんな苦行できるのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:39.90 ID:X4UsPCXT0<> <a href="../test/read.cgi/livemegami/1667737205/378" rel="noopener noreferrer" target="_blank">&gt;&gt;378</a> <br> 舞元の甲子園は？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:40.45 ID:ONxb83en0<> <a href="../test/read.cgi/livemegami/1667737205/324" rel="noopener noreferrer" target="_blank">&gt;&gt;324</a> <br> マジで極稀に面白いストーリー来るけどそれ以外の要素の全てがゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:41.46 ID:muJyG+c90<> みこアンってやっぱり化け物なんだな <br> 運動会煽り一気に減ってるじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:42.34 ID:68RRWUkJ0<> <a href="../test/read.cgi/livemegami/1667737205/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> ソニックマジで呪いだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:44.07 ID:tHbWIbUw0<> <a href="../test/read.cgi/livemegami/1667737205/301" rel="noopener noreferrer" target="_blank">&gt;&gt;301</a> <br> なるほど？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:43.83 ID:yRkTGS5a0<> 兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！兎田ぺこら最強！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:45.24 ID:kfOZoAM70<> <a href="../test/read.cgi/livemegami/1667737205/337" rel="noopener noreferrer" target="_blank">&gt;&gt;337</a> <br> 一番数字でたの新衣装じゃん <br> 他もソロなら新衣装だし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:46.78 ID:yhML8Yl50<> あと110連分か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:47.05 ID:iKFGF5iq0<> お前たちが１７０連して　☆５　０枚だったら <br>  <br> FGO引退するの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:48.48 ID:1wGOJxuT0<> イライラしだして草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:49.55 ID:qAuUcMWA0<> 天井って何連？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:50.02 ID:5p0mXzza0<> 出ないほどに数字が出るから恐ろしいわ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:50.02 ID:JGLb1itH0<> <a href="../test/read.cgi/livemegami/1667737205/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> ライブの方が高いだろ <br> この前のマリンの16万見てないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:25:50.64 ID:FLofOGhi0<> <a href="../test/read.cgi/livemegami/1667737205/337" rel="noopener noreferrer" target="_blank">&gt;&gt;337</a> <br> ぺこママの配信超えちゃった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:25:51.52 ID:2ZObNWwZ0<> <a href="../test/read.cgi/livemegami/1667737205/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> 最近調子良かったのになー <>
