名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/30(水) 19:18:42.36 ID:mgMQN/aj0<> 五分五分ってところか <>ホロライブvsホリゾンタル 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:21.79 ID:xeP/16180<> にぃな400！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:22.42 ID:tN1Kn63I0<> にぃな氷結をストローで飲んでます…メンヘラです… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:25.17 ID:RfzL8twy0<> <a href="../test/read.cgi/livemegami/1693390722/250" rel="noopener noreferrer" target="_blank">&gt;&gt;250</a> <br> ソロではこよりに完敗だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:25.26 ID:kHEp4m6K0<> 戦国時代の名前をテストに出すのすっげえモヤる <br> あの頃の名前って未だに新しい文献発見で読み方が間違ってたと判明するレベルであやふやなのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:31.25 ID:ZAQ9xUbS0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> いや今のところヴァロの半分しか出てないよ&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:31.94 ID:SOIB+8+70<> [23:00開始] 【Member限定】スライム買ったぞ　A　S　M　R【常闇トワ/ホロライブ】 - Towa Ch. 常闇トワ <br> https://www.youtube.com/watch?v=ilemjeXv-1c <br> https://img.youtube.com/vi/ilemjeXv-1c/maxresdefault.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:32.68 ID:grKyetWZ0<> <a href="../test/read.cgi/livemegami/1693390722/250" rel="noopener noreferrer" target="_blank">&gt;&gt;250</a> <br> マジレスすると別にこよりが強くなる分には構わん <br> ぺこらとは相互助関係だからむしろ強化されるだけやし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:33.30 ID:1DMOlWy/0<> にぃな400いくな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:34.38 ID:AgSLqLEc0<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> そいつにぃなの配信にいるけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:35.11 ID:MKhBHCHd0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> ヴァロの方が倍出てたが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:36.27 ID:iNMkY+Y40<> こよりは結局かぶると弱いし <br> ここ2年で自分のファンを作れなかったのが痛いな <br> ゲームばっかだもんなぁ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:37.27 ID:sDtr/Qsu0<> すいちゃんカンニングはだめだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:39.47 ID:EwL7dxTO0<> リンパはまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:40.67 ID:zTwJw9wo0<> 俺一時期2chでンギィガチガチガチンチコリンコウンチッポアスホールファカー太ラリキチボケカスアアー！アアー！アアアアーー！！長宗我部元親って名乗ってた時期あったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:40.96 ID:D1oO/kzX0<> <a href="../test/read.cgi/livemegami/1693390722/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> 前も同じような奴見たわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:43.20 ID:wqD3m2jX0<> <a href="../test/read.cgi/livemegami/1693390722/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> ねねちきたら下山しそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:45.75 ID:J/e1ozUN0<> 見たことねえよこんなん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:46.15 ID:yx1C2EKC0<> すいせいおわおわ <>
°<>sage<>2023/08/30(水) 19:23:47.98 ID:5Wt9l8+80<> ヴァロはたしか合計同接8万やぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:48.59 ID:3Ml/3hKA0<> <a href="../test/read.cgi/livemegami/1693390722/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:49.00 ID:GvTgjqGy0<> ホロプラスは無風です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:50.13 ID:TYKkvzKN0<> えっちなやつじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:50.75 ID:4UmAJlRL0<> 何かめっちゃ普通だな &#128559; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:51.43 ID:qY6YdzEz0<> <a href="../test/read.cgi/livemegami/1693390722/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> まだゲーム始まってない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:52.51 ID:LMhBRsKf0<> <a href="../test/read.cgi/livemegami/1693390722/281" rel="noopener noreferrer" target="_blank">&gt;&gt;281</a> <br> <a href="../test/read.cgi/livemegami/1693390722/310" rel="noopener noreferrer" target="_blank">&gt;&gt;310</a> <br> <a href="../test/read.cgi/livemegami/1693390722/311" rel="noopener noreferrer" target="_blank">&gt;&gt;311</a> <br> <a href="../test/read.cgi/livemegami/1693390722/315" rel="noopener noreferrer" target="_blank">&gt;&gt;315</a> <br>  <br>  <br>  <br>  <br> こんにぃな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:52.50 ID:TrquSD620<> リンパ読めるんかい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:53.70 ID:IgfXjjhl0<> すいちゃんのリンパ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:54.22 ID:Q7wji4bR0<> すいちゃんリンパ溜まってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:55.03 ID:4yAznv560<> ぶいありうむっ！Varium part92 <br> https://egg.5ch.net/test/read.cgi/sugiuraayano/1693368491/ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:56.68 ID:qnsE85I70<> <a href="../test/read.cgi/livemegami/1693390722/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> 2万人が見るくらいには面白い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:56.78 ID:0GPtuecQ0<> <a href="../test/read.cgi/livemegami/1693390722/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> こいつ、この書き込みしてた奴やろ <br> ガチでガイジやなwwwwwww <br>  <br> 268 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/08/29(火) 20:03:17.27 ID:xzlzo2IH0  <br> これでぺっさんみこちに3連敗やで？  <br>  <br> 野ウサギどういう事か説明してもらおか？  <br>  <br> 626 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/08/29(火) 20:08:39.36 ID:xzlzo2IH0  <br> <a href="../test/read.cgi/livemegami/1693390722/592" rel="noopener noreferrer" target="_blank">&gt;&gt;592</a>  <br> みこち最大3.2万、ぺっさん2.9万やで  <br>  <br> 532 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/08/29(火) 22:00:21.24 ID:xzlzo2IH0  <br> はいはい、何とか同接トップになれて良かったでちゅね&#12316;(笑)  <br> でもそれって主催バフとスバルのおかげだよね？  <br>  <br> 783 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/08/29(火) 22:03:11.75 ID:xzlzo2IH0  <br> ぺっさんスバルのおかげでなんとかデイリー取れて良かったね(笑)  <br>  <br> 野ウサギは地面に頭こすりつけてスバルに感謝しろよ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:58.02 ID:MCLn6lqE0<> オーバーウォッチで17000とか世界一だろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:58.19 ID:DEawv+Y80<> さくらみこは官吏読めました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:58.83 ID:jwDDoorJ0<> アキロゼ「アーマードコアやってみたい」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:59.05 ID:AanwtAcJ0<> <a href="../test/read.cgi/livemegami/1693390722/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> 平均的35P <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:59.35 ID:JzdjWrTy0<> にぃなどうしたの？怒られたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:01.07 ID:zTwJw9wo0<> リンパ読めます&#127812;&#128166; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:01.81 ID:Qwi0+AM40<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> https://i.imgur.com/n5iaWy8.jpg <br> https://i.imgur.com/9SFz4Np.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:03.33 ID:MBMEvPEK0<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> 沙花叉とルイ姐に赤スパしてたブルコスさんじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:03.59 ID:5p4nksHw0<> ばって読めるのは賢い <br> 阿里巴巴のばや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:08.51 ID:wqD3m2jX0<> <a href="../test/read.cgi/livemegami/1693390722/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> 偉い&#128544; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:09.11 ID:XR4BF1Ll0<> てかバリマネは指摘するならまずゲーム選びだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:09.75 ID:g/HANVLj0<> すいちゃんのリンパどりゃああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:10.15 ID:3qImbShV0<> にぃなやっぱゲームだと人来ないよな <br> だらだら雑談とかがいいんかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:10.71 ID:kHEp4m6K0<> <a href="../test/read.cgi/livemegami/1693390722/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> まっじかよ <br> どうしたんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:10.60 ID:2MrY+Pmf0<> <a href="../test/read.cgi/livemegami/1693390722/154" rel="noopener noreferrer" target="_blank">&gt;&gt;154</a> <br> にっこにこで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:10.86 ID:B7M2Jbg+0<> リンパ流しますね～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:11.90 ID:JmH4picD0<> <a href="../test/read.cgi/livemegami/1693390722/98" rel="noopener noreferrer" target="_blank">&gt;&gt;98</a> <br> マジでこれ <br> 姑息なんだよなマジで <br> 第一回の時点ではホロメンだけだった事も、男女混合の文言を2回目になっていきなり出した事も、ガイドラインを捏ねくり回して運営の「自己満足」をホロメンの「挑戦」へとすり替えてる事も <br> 欺瞞だらけで糞が出る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:13.00 ID:idFAoIHj0<> レベル4以降は知ってるか知らないかの運ゲーに近い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:13.19 ID:rGJlOrNO0<> <a href="../test/read.cgi/livemegami/1693390722/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> ガチャは卑怯やわ～ <br> 本人の実力でも何でもないからな～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:13.06 ID:b7lcHX3e0<> すいちゃん別にカンニングしようがしまいがこんなもんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:14.74 ID:wI2Dt5A+0<> ホリ30分喋ってたん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:16.07 ID:0tmaKD5J0<> <a href="../test/read.cgi/livemegami/1693390722/268" rel="noopener noreferrer" target="_blank">&gt;&gt;268</a> <br> 貼って <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:16.24 ID:kEk8bHxn0<> すいちゃんリンパ知らないってことは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:18.07 ID:oBkkmws90<> <a href="../test/read.cgi/livemegami/1693390722/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> せめて見てから言え <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:19.17 ID:yUrAnfa+0<> <a href="../test/read.cgi/livemegami/1693390722/241" rel="noopener noreferrer" target="_blank">&gt;&gt;241</a> <br> 毎日これだったらホロライブって復活するよな <br> くだらない企画やらせてないでホロメンに配信させろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:20.40 ID:J/e1ozUN0<> りんぱて英語じゃないんや… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:22.07 ID:MKQidjbt0<> ぺこらのガチャ配信で35P達が神引きしてくれ！！って願ってた構図好き&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:23.16 ID:fl9KyEhZ0<> 慕われてたんだなあ&#128526; <br> https://i.imgur.com/lLIbadU.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:23.97 ID:ldIbjTH00<> ここ 普通に社員だらけでワロた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:24.08 ID:t/az5tyF0<> 前回のホリ公式って同接なんぼだった？ <br>  <br> 減るのか気になる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:25.62 ID:1JWVMBha0<> アキロゼはARKよりもデスストやサイバーパンクの方が <br> 質なんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:26.46 ID:OaqeNPZH0<> <a href="../test/read.cgi/livemegami/1693390722/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> ギャバババババババババババwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:27.79 ID:3OrEjoEF0<> <a href="../test/read.cgi/livemegami/1693390722/344" rel="noopener noreferrer" target="_blank">&gt;&gt;344</a> <br> マジで手帳ってダサいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:28.17 ID:fUBp1yrO0<> 今回のはちょっと難しかったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:28.31 ID:wVIMpzkR0<> 琳派マッサージ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:28.96 ID:yx1C2EKC0<> いむりやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:28.85 ID:qGZbfkFK0<> すいせい3万どりゃああああああああああああああああ <br> あれ？ホリゾンは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:29.47 ID:G3prYnWH0<> <a href="../test/read.cgi/livemegami/1693390722/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> 17000が視聴してる大人気こんてです！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:30.70 ID:5iNQlkoL0<> でもホロメンとディスコは別だしVCもしないんだろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:24:32.93 ID:R+ZoEPZc0<> す俺普通 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:32.89 ID:TfusSRh/0<> マリン もう配信しないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:34.20 ID:tY6TSvtr0<> <a href="../test/read.cgi/livemegami/1693390722/347" rel="noopener noreferrer" target="_blank">&gt;&gt;347</a> <br> 絶対沼るだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:35.09 ID:c46HEDGG0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> 枠の合計値がでるのまだまだ先だから待って <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:36.17 ID:pWJ+GUBC0<> <a href="../test/read.cgi/livemegami/1693390722/259" rel="noopener noreferrer" target="_blank">&gt;&gt;259</a> <br> あと、それは読みでは無くてただの同義語なのではっていう奴も多い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:24:36.52 ID:EiUVqqnT0<> <a href="../test/read.cgi/livemegami/1693390722/303" rel="noopener noreferrer" target="_blank">&gt;&gt;303</a> <br> トワも最協のとき葛葉って言ってたのに葛葉さんって言い直したよ <br> 普段の呼び方が仕事でも出るってまぁよくあることやろ <>
